更新时间,#genre#
10:19👉X诊所,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000010000018926/1.m3u8#http://[2409:8087:5e08:24::12]:6610/000000001000/2000000002000000012/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000012&IASHttpSessionId=OTT19019320240419154124000281&yang-1989#http://58.37.189.47:8088/udp/239.45.3.236:5140#http://[2409:8087:5e08:24::12]:6610/000000001000/2000000002000000012/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000012&IASHttpSessionId=OTT19019320240419154124000281&yang-1989
11No巴蒂11,http://iptv.jxpan.vip:18888/aio/douyu/9455937
12:35👉医道健康,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8?zanhd
17:25👉养生堂,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225931/index.m3u8
17:25👉养生堂,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8
17:34👉名医话养生,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000182/index.m3u8?IAS
17:34👉名医话养生,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000182/index.m3u8?IAS
17号说动漫,http://iptv.jxpan.vip:18888/aio/douyu/9822277
18:05👉健康之路,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225677/index.m3u8
18:06👉回家吃饭,http://113.64.145.204:8081/hls/33/index.m3u8
18:50👉法制讲堂,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225669/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
1900影剧室,http://iptv.jxpan.vip:18888/aio/douyu/7796193
1905电影网👉国内,http://ygbh.live/1905.php?id=1905a
1905电影网👉国外,http://ygbh.live/1905.php?id=1905b
1、抓手操完整版,https://qiniu.production.link3.cc/files/upload_video/link3_1709174476837/uploadvideo_1709461600950.mp4#https://mpimg.cn/down.php/a3cee593b02a05b78bea4cda7e626e22.mp4
2025年春晚,https://svip.high24-playback.com/20250129/17159_7bca93c4/2000k/hls/mixed.m3u8
2025年春晚,https://svipsvip.ffzyread1.com/20250129/35458_c988286f/index.m3u8
2026-01-30 00:35:43,https://cdn.jsdelivr.net/gh/feiyangdigital/testvideo/time/time.mp4
20:58👉X诊所,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000002000000012/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000012&IASHttpSessionId=OTT19019320240419154124000281#http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000010000018926/1.m3u8#http://tv.100inns.com:4022/udp/239.45.3.236:5140#http://58.37.189.47:8088/udp/239.45.3.236:5140
21:00★周四👉我是大医生,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225728/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8
21:02👉健康大问诊,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN3540416BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUXv1bCET6%2FGP6LFvnNC2DgGVSARKsxkWGZw7vFUuOj2Qc9XJS6ezvAUx%2FdaE2fSJr3cdTmmqJgNdIzUOCi9%2BOyg
28岁电影,http://iptv.jxpan.vip:18888/aio/douyu/8884164
2、经络拍打操,https://qiniu.production.link3.cc/files/upload_video/link3_1709174476837/uploadvideo_1709458922268.mp4#https://mpimg.cn/down.php/6afd6d10431d73b9cdb918c32280433a.mp4
3030相声小品,http://iptv.jxpan.vip:18888/aio/douyu/9286868
3030相声小品,http://zzy789.xyz/douyu1.php?id=9286868
3秒爱上学习V,http://iptv.jxpan.vip:18888/aio/douyu/9541736
3说电影,http://iptv.jxpan.vip:18888/aio/douyu/9643264
4K UHD❤️央视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010006/1.m3u8
4K60PHLG-HEVC-EAC3测试,https://cdn.jsdelivr.net/gh/feiyangdigital/testvideo/hlg4kvideo/index.m3u8
4K60PSDR-H264-AAC测试,https://cdn.jsdelivr.net/gh/feiyangdigital/testvideo/sdr4kvideo/index.m3u8
4K超清,rtp://239.3.1.249:8001
4、手指操,https://qiniu.production.link3.cc/files/upload_video/link3_1709174476837/uploadvideo_1709355886693.mp4#https://mpimg.cn/down.php/fddc13ae92de5abb81203478f5b2aade.mp4
4号流水线的李小花,http://iptv.jxpan.vip:18888/aio/huya/11601957
51号兵站,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/fa6557276d644b5ea399956a6bf94e59/850.m3u8
5、走走拍拍操,https://qiniu.production.link3.cc/files/upload_video/link3_1709174476837/uploadvideo_1709372331831.mp4#https://mpimg.cn/down.php/e8e36f0e0b71e4338394ffccd1b27f52.mp4
5毒士,http://iptv.jxpan.vip:18888/aio/douyu/9406600
607812010,http://kkk.888.3116598.xyz/api.php?n=tttt&id=EUBKni&tk=FgM0vQMejxvG
6、颈椎操完整版,https://qiniu.production.link3.cc/files/upload_video/link3_1709174476837/uploadvideo_1709377379788.mp4#https://mpimg.cn/down.php/6e5d3c65eddfbe2165972849883d3fdb.mp4
702放映厅,http://iptv.jxpan.vip:18888/aio/douyu/10348728
77说电影,http://iptv.jxpan.vip:18888/aio/douyu/9444320
7、经络拍打操❤️1,https://qiniu.production.link3.cc/files/upload_video/link3_1709174476837/uploadvideo_1709380193558.mp4#https://mpimg.cn/down.php/56a253a11a03beed711d7825420a4ce3.mp4
7喜先生,http://iptv.jxpan.vip:18888/aio/huya/11342421
7块说故事,http://iptv.jxpan.vip:18888/aio/huya/27661804
8、经络拍打操❤️2,https://qiniu.production.link3.cc/files/upload_video/link3_1709174476837/uploadvideo_1709384149457.mp4#https://mpimg.cn/down.php/a3b271f0ce4703f9f1300c344f8d7609.mp4
97家有喜事,https://vip.ffzy-play6.com/20221129/9285_97e3dfc9/index.m3u8
9iota,http://iptv.jxpan.vip:18888/aio/douyu/8881729
9、经络拍打操❤️3,https://qiniu.production.link3.cc/files/upload_video/link3_1709174476837/uploadvideo_1709386196178.mp4#https://mpimg.cn/down.php/a4788c32725ab6609e6619610ad53db7.mp4
AFV en Español (720p) [Not 24/7],https://linear-46.frequency.stream/dist/plex/46/hls/master/playlist.m3u8
AK萌虎,http://iptv.jxpan.vip:18888/aio/douyu/4049310
AMC All Weddings,https://d85lu9l3axp7b.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-49b4g6287mnav/playlist.m3u8
ARY Digital USA (720p) [Not 24/7],https://6zklx4wryw9b-hls-live.5centscdn.com/arydigitalusa/498f1704b692c3ad4dbfdf5ba5d04536.sdp/playlist.m3u8
ASTV亚洲卫视,https://play-hsbj.vzan.com/slowlive/821481626725612417/live.m3u8?
Access Humboldt (1080p),https://rtmp-live-ingest-ap-northeast-2-universe-dacast-com.akamaized.net/transmuxv1/streams/f08fcd45-1d04-9a8c-39ca-f56091820e5c.m3u8
Access La Porte Country,https://vbfast-c.viebit.com/810fe13b-a9ac-46b3-a523-5a7e90ddfd25/playlist.m3u8
Alkerazatv (720p),https://hwlive.streamingmediahosting.com/14221-live/0_ahgiewbd/playlist.m3u8
Always Funny Videos,https://linear-12.frequency.stream/dist/glewedtv/12/hls/master/playlist.m3u8
Amu TV,https://fl1002.bozztv.com/gin-amutv/tracks-v1a1/mono.m3u8
Angela小兔,http://iptv.jxpan.vip:18888/aio/douyu/9617766
Animation Show Channel,http://180.213.174.225:9901/tsfile/live/1034_1.m3u8?authid=0&key=txiptv&playlive=1
Arkansas PBS [Geo-blocked],https://ketsdt.lls.pbs.org/out/v1/03c094dbd7874a4a8c3fe9fb10081bdb/index.m3u8
Arroyo Grande Gov't Access TV Channel 20 (432p),https://agp-nimble.streamguys1.com/AGCC/AGCC/playlist.m3u8
AsianCrush,https://amg01201-cinedigmenterta-asiancrush-cineverse-x701o.amagi.tv/playlist/amg01201-cinedigmenterta-asiancrush-cineverse/playlist.m3u8
Astro AEC,http://php.jdshipin.com/smt.php?id=AEC
Astro AOD,http://php.jdshipin.com/smt.php?id=Aodhd
Astro QJ,http://php.jdshipin.com/smt.php?id=Quanjia
Ayeneh TV,https://2nbyjjx7y53k-hls-live.5centscdn.com/cls040318/b0d2763968fd0bdd2dc0d44ba2abf9ce.sdp/playlist.m3u8
A皮皮,http://iptv.jxpan.vip:18888/aio/huya/30375641
A计划,https://vip.ffzy-play7.com/20221115/4631_7c6bb09a/index.m3u8
A计划续集,https://vip.ffzy-play7.com/20221115/4412_bf4bdaf6/index.m3u8
BET East,https://fl1.moveonjoy.com/BET_EAST/index.m3u8
BET Gospel,https://fl1.moveonjoy.com/BET_GOSPEL/index.m3u8
BRTV Kaku Childrens Channel,http://49.113.179.174:4022/udp/238.125.2.216:5140
BRTV Science & Education Channel,http://49.113.179.174:4022/udp/238.125.3.121:5140
BRTV 北京卫视 [Not 24/7],http://ivi.bupt.edu.cn/hls/btv1.m3u8
BRTV卡酷少儿,http://kkk.888.3116598.xyz/api.php?n=tttt&id=iXvrjf&tk=FgM0vQMejxvG
BRTV新闻,http://kkk.888.3116598.xyz/api.php?n=tttt&id=uZTs06&tk=FgM0vQMejxvG
BRTV纪实科教,http://kkk.888.3116598.xyz/api.php?n=tttt&id=wxTGOM&tk=FgM0vQMejxvG
BRTV财经,http://kkk.888.3116598.xyz/api.php?n=tttt&id=hewJIf&tk=FgM0vQMejxvG
BTV国际频道,http://kkk.888.3116598.xyz/api.php?n=tttt&id=VOzDKC&tk=FgM0vQMejxvG
BabyFirst Spanish,https://streams2.sofast.tv/v1/master/611d79b11b77e2f571934fd80ca1413453772ac7/be6f9eac-280e-4748-b866-2eb2463c1844/manifest.m3u8
BabyFirst,https://streams2.sofast.tv/v1/master/611d79b11b77e2f571934fd80ca1413453772ac7/c8d16110-566c-4e95-a1df-55d175e9e201/manifest.m3u8
Banning CityTV (Banning CA) (1080p),https://vbfast-c.viebit.com/072e341f-100d-4da1-9c18-65370ebf35c6/playlist.m3u8
BeIN SPORTS XTRA (1080p) [Geo-blocked],https://amg01334-beinsportsllc-beinxtra-samsungau-eiyvc.amagi.tv/playlist/amg01334-beinsportsllc-beinxtra-samsungau/playlist.m3u8
Beach TV CSULB (160p) [Not 24/7],http://stream04.amp.csulb.edu:1935/Beach_TV/smil:BeachTV.smil/playlist.m3u8
Bella贝拉酱,http://iptv.jxpan.vip:18888/aio/douyu/9663084
BetsyBetsy,https://www.goodiptv.club/huya/30534623
BetterMan北北,http://iptv.jxpan.vip:18888/aio/douyu/8507023
Big笑工坊,http://iptv.jxpan.vip:18888/aio/huya/14776702
Billiard TV,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/65df0cff66eec8000897b3a4/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=1b1cc775-4b81-11ef-a8ac-e146e4e7be02&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=36e4c683-680e-486f-91f0-ce1f0f88c4b6
Bingtuan Satellite TV,http://49.113.179.174:4022/udp/238.125.4.13:5140
Bloody Disgusting TV,https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg01201-cinedigmenterta-bloodydisgus-cineverse/playlist.m3u8
Bloomberg TV US (1080p),https://bloomberg-bloomberg-3-br.samsung.wurl.tv/manifest/playlist.m3u8
BuriedAlien的号,http://iptv.jxpan.vip:18888/aio/douyu/9440728
CAN亚洲新闻台,http://180.167.104.105:9901/tsfile/live/1030_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CAPS Media Channel 15 (Ventura CA) (480p),https://reflect-stream15-capsmedia.cablecast.tv/live/live.m3u8
CAPS Media Channel 6 (Ventura CA) (480p),https://reflect-stream6-capsmedia.cablecast.tv/live/live.m3u8
CBA体育,http://live-cmvideo.cmread.com:80/migu/lunbo/cba/57/20230310/01.m3u8?msisdn=&mtv_session=&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=261360ecdd41429ba089515be68c33d9
CBS East (720p),https://fl1.moveonjoy.com/CBS_News/index.m3u8
CBS News Baltimore (720p),https://cbsnews.akamaized.net/hls/live/2099390/cbsnbal_11/master.m3u8
CCM,http://php.jdshipin.com/smt.php?id=Celestial2
CCTV-1 (2160p),http://123.175.209.52:9003/hls/1/index.m3u8
CCTV-1,http://kkk.888.3116598.xyz/api.php?n=tttt&id=GRslVT&tk=FgM0vQMejxvG
CCTV-1,http://kkk.888.3116598.xyz/api.php?n=tttt&id=M8UbAJ&tk=FgM0vQMejxvG
CCTV-1,http://kkk.888.3116598.xyz/api.php?n=tttt&id=ol4Xj9&tk=FgM0vQMejxvG
CCTV-10 (2160p),http://123.175.209.52:9003/hls/11/index.m3u8
CCTV-10,http://kkk.888.3116598.xyz/api.php?n=tttt&id=CnWkT3&tk=FgM0vQMejxvG
CCTV-10,http://kkk.888.3116598.xyz/api.php?n=tttt&id=ay9SyT&tk=FgM0vQMejxvG
CCTV-10,http://kkk.888.3116598.xyz/api.php?n=tttt&id=rMXAES&tk=FgM0vQMejxvG
CCTV-10,http://kkk.888.3116598.xyz/api.php?n=tttt&id=sannGl&tk=FgM0vQMejxvG
CCTV-10_科教,rtp://239.3.1.63:8116
CCTV-10科教,http://113.64.146.99:9901/hls/28/index.m3u8
CCTV-10科教,http://221.226.4.10:85/tsfile/live/0010_1.m3u8?key=txiptv
CCTV-10科教,http://60.174.40.117:85/tsfile/live/0010_1.m3u8?key=txiptv
CCTV-10科教,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226937/1.m3u8?
CCTV-10科教频道,http://106.53.99.30/tv/20250803.php?id=CTV10
CCTV-11 (576p),http://123.175.209.52:9003/hls/12/index.m3u8
CCTV-11,http://kkk.888.3116598.xyz/api.php?n=tttt&id=4mwask&tk=FgM0vQMejxvG
CCTV-11,http://kkk.888.3116598.xyz/api.php?n=tttt&id=LhZ7KG&tk=FgM0vQMejxvG
CCTV-11,http://kkk.888.3116598.xyz/api.php?n=tttt&id=Z5qUGH&tk=FgM0vQMejxvG
CCTV-11,http://kkk.888.3116598.xyz/api.php?n=tttt&id=qMIdN3&tk=FgM0vQMejxvG
CCTV-11_戏曲,rtp://239.3.1.152:8120
CCTV-11戏曲,http://113.64.146.99:9901/hls/29/index.m3u8
CCTV-11戏曲,http://182.32.159.39:85/tsfile/live/0011_1.m3u8?key=txiptv
CCTV-11戏曲,http://60.174.40.117:85/tsfile/live/0011_1.m3u8?key=txiptv
CCTV-11戏曲,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226334/1.m3u8?
CCTV-11戏曲频道,http://106.53.99.30/tv/20250803.php?id=CTV11
CCTV-12 (2160p),http://123.175.209.52:9003/hls/13/index.m3u8
CCTV-12,http://kkk.888.3116598.xyz/api.php?n=tttt&id=6Hpvtu&tk=FgM0vQMejxvG
CCTV-12,http://kkk.888.3116598.xyz/api.php?n=tttt&id=UD8j7z&tk=FgM0vQMejxvG
CCTV-12_社会与法,rtp://239.3.1.64:8124
CCTV-12社会与法,http://113.64.146.99:9901/hls/30/index.m3u8
CCTV-12社会与法,http://221.226.4.10:85/tsfile/live/0012_1.m3u8?key=txiptv
CCTV-12社会与法,http://60.174.40.117:85/tsfile/live/0012_1.m3u8?key=txiptv
CCTV-12社会与法,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226942/1.m3u8?
CCTV-12社会与法频道,http://106.53.99.30/tv/20250803.php?id=CTV12
CCTV-13,http://kkk.888.3116598.xyz/api.php?n=tttt&id=0OGyQt&tk=FgM0vQMejxvG
CCTV-13,http://kkk.888.3116598.xyz/api.php?n=tttt&id=8D6cm9&tk=FgM0vQMejxvG
CCTV-13,http://kkk.888.3116598.xyz/api.php?n=tttt&id=ZiNrmy&tk=FgM0vQMejxvG
CCTV-13,http://kkk.888.3116598.xyz/api.php?n=tttt&id=a62xON&tk=FgM0vQMejxvG
CCTV-13_新闻,rtp://239.3.1.124:8128
CCTV-13新闻 (2160p),http://123.175.209.52:9003/hls/14/index.m3u8
CCTV-13新闻,http://113.64.146.99:9901/hls/31/index.m3u8
CCTV-13新闻,http://221.226.4.10:85/tsfile/live/1001_1.m3u8?key=txiptv
CCTV-13新闻,http://60.174.40.117:85/tsfile/live/0013_1.m3u8?key=txiptv
CCTV-13新闻,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226316/1.m3u8?
CCTV-13新闻频道,http://106.53.99.30/tv/20250803.php?id=CTV13
CCTV-14 (2160p),http://123.175.209.52:9003/hls/15/index.m3u8
CCTV-14,http://kkk.888.3116598.xyz/api.php?n=tttt&id=3eYTI1&tk=FgM0vQMejxvG
CCTV-14,http://kkk.888.3116598.xyz/api.php?n=tttt&id=DZackR&tk=FgM0vQMejxvG
CCTV-14_少儿,rtp://239.3.1.65:8132
CCTV-14少儿,http://113.64.146.99:9901/hls/32/index.m3u8
CCTV-14少儿,http://221.226.4.10:85/tsfile/live/0014_1.m3u8?key=txiptv
CCTV-14少儿,http://60.174.40.117:85/tsfile/live/0014_1.m3u8?key=txiptv
CCTV-14少儿,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226947/1.m3u8?
CCTV-14少儿频道,http://106.53.99.30/tv/20250803.php?id=CTV14
CCTV-15 (576p),http://123.175.209.52:9003/hls/16/index.m3u8
CCTV-15,http://kkk.888.3116598.xyz/api.php?n=tttt&id=5Bku41&tk=FgM0vQMejxvG
CCTV-15,http://kkk.888.3116598.xyz/api.php?n=tttt&id=DN2vWY&tk=FgM0vQMejxvG
CCTV-15,http://kkk.888.3116598.xyz/api.php?n=tttt&id=ETisb8&tk=FgM0vQMejxvG
CCTV-15,http://kkk.888.3116598.xyz/api.php?n=tttt&id=uDvEKH&tk=FgM0vQMejxvG
CCTV-15_音乐,rtp://239.3.1.153:8136
CCTV-15音乐,http://113.64.146.99:9901/hls/33/index.m3u8
CCTV-15音乐,http://182.32.159.39:85/tsfile/live/0015_1.m3u8?key=txiptv
CCTV-15音乐,http://60.174.40.117:85/tsfile/live/0015_1.m3u8?key=txiptv
CCTV-15音乐,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226333/1.m3u8?
CCTV-15音乐频道,http://106.53.99.30/tv/20250803.php?id=CTV15
CCTV-16 (2160p),http://123.175.209.52:9003/hls/17/index.m3u8
CCTV-16,http://kkk.888.3116598.xyz/api.php?n=tttt&id=EU5wNH&tk=FgM0vQMejxvG
CCTV-16,http://kkk.888.3116598.xyz/api.php?n=tttt&id=WDJR2O&tk=FgM0vQMejxvG
CCTV-16_奥林匹克,rtp://239.3.1.184:8001
CCTV-16奥利匹克,http://113.64.146.99:9901/hls/35/index.m3u8
CCTV-16奥林匹克,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227002/1.m3u8?
CCTV-16奥林匹克频道,http://106.53.99.30/tv/20250803.php?id=CTV16
CCTV-16监听,http://58.221.214.82:9901/tsfile/live/0002_2.m3u8?=txiptv
CCTV-16监听,http://zqh2333.top:2222/rtp/239.93.55.54:5140
CCTV-17 (2160p),http://123.175.209.52:9003/hls/18/index.m3u8
CCTV-17,http://kkk.888.3116598.xyz/api.php?n=tttt&id=cHEiBj&tk=FgM0vQMejxvG
CCTV-17,http://kkk.888.3116598.xyz/api.php?n=tttt&id=hZOdaK&tk=FgM0vQMejxvG
CCTV-17_农业农村,rtp://239.3.1.151:8144
CCTV-17农业农村,http://113.64.146.99:9901/hls/34/index.m3u8
CCTV-17农业农村,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226318/1.m3u8?
CCTV-17农业农村,http://zqh2333.top:2222/rtp/239.93.24.92:5140
CCTV-17农业农村频道,http://106.53.99.30/tv/20250803.php?id=CTV17
CCTV-1_综合,rtp://239.3.1.129:8008
CCTV-1综合,http://113.64.146.99:9901/hls/18/index.m3u8
CCTV-1综合,http://221.226.4.10:85/tsfile/live/0001_1.m3u8?key=txiptv
CCTV-1综合,http://60.174.40.117:85/tsfile/live/0001_1.m3u8?key=txiptv
CCTV-1综合,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226895/1.m3u8?
CCTV-1综合频道,http://106.53.99.30/tv/20250803.php?id=CCTV1
CCTV-2 (2160p),http://123.175.209.52:9003/hls/2/index.m3u8
CCTV-2,http://kkk.888.3116598.xyz/api.php?n=tttt&id=qaUykc&tk=FgM0vQMejxvG
CCTV-2_财经,rtp://239.3.1.60:8084
CCTV-2财经,http://113.64.146.99:9901/hls/19/index.m3u8
CCTV-2财经,http://221.226.4.10:85/tsfile/live/0002_1.m3u8?key=txiptv
CCTV-2财经,http://60.174.40.117:85/tsfile/live/0002_1.m3u8?key=txiptv
CCTV-2财经,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226893/1.m3u8?
CCTV-2财经频道,http://106.53.99.30/tv/20250803.php?id=CCTV2
CCTV-3 (2160p),http://123.175.209.52:9003/hls/3/index.m3u8
CCTV-3,http://kkk.888.3116598.xyz/api.php?n=tttt&id=CaQ9Sy&tk=FgM0vQMejxvG
CCTV-3,http://kkk.888.3116598.xyz/api.php?n=tttt&id=fxi4hL&tk=FgM0vQMejxvG
CCTV-3,http://kkk.888.3116598.xyz/api.php?n=tttt&id=rt36k7&tk=FgM0vQMejxvG
CCTV-3_综艺,rtp://239.3.1.172:8001
CCTV-3综艺,http://113.64.146.99:9901/hls/20/index.m3u8
CCTV-3综艺,http://221.226.4.10:85/tsfile/live/0003_1.m3u8?key=txiptv
CCTV-3综艺,http://60.174.40.117:85/tsfile/live/0003_1.m3u8?key=txiptv
CCTV-3综艺,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226471/1.m3u8?
CCTV-3综艺频道,http://106.53.99.30/tv/20250803.php?id=CCTV3
CCTV-4,http://kkk.888.3116598.xyz/api.php?n=tttt&id=WdwTvm&tk=FgM0vQMejxvG
CCTV-4,http://kkk.888.3116598.xyz/api.php?n=tttt&id=b0DLyC&tk=FgM0vQMejxvG
CCTV-4,http://kkk.888.3116598.xyz/api.php?n=tttt&id=m9nAWA&tk=FgM0vQMejxvG
CCTV-4K,rtp://239.3.1.245:2000
CCTV-4_中文国际,rtp://239.3.1.105:8092
CCTV-4_中文国际欧洲,rtp://239.3.1.213:4220
CCTV-4_中文国际美洲,rtp://239.3.1.214:4220
CCTV-4中文国际,http://113.64.146.99:9901/hls/21/index.m3u8
CCTV-4中文国际,http://221.226.4.10:85/tsfile/live/0004_1.m3u8?key=txiptv
CCTV-4中文国际,http://60.174.40.117:85/tsfile/live/0004_1.m3u8?key=txiptv
CCTV-4中文国际,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226335/1.m3u8?
CCTV-4中文国际频道,http://106.53.99.30/tv/20250803.php?id=CCTV4
CCTV-4欧洲,http://kkk.888.3116598.xyz/api.php?n=tttt&id=ee8TRo&tk=FgM0vQMejxvG
CCTV-4美洲,http://kkk.888.3116598.xyz/api.php?n=tttt&id=19oV3G&tk=FgM0vQMejxvG
CCTV-5 (2160p),http://123.175.209.52:9003/hls/5/index.m3u8
CCTV-5+ (2160p),http://123.175.209.52:9003/hls/6/index.m3u8
CCTV-5+,http://kkk.888.3116598.xyz/api.php?n=tttt&id=9O5jfh&tk=FgM0vQMejxvG
CCTV-5+,http://kkk.888.3116598.xyz/api.php?n=tttt&id=UUAF8s&tk=FgM0vQMejxvG
CCTV-5+_体育赛事,rtp://239.3.1.130:8004
CCTV-5+体育赛事,http://221.226.4.10:85/tsfile/live/0005_1.m3u8?key=txiptv
